Genre,Reports,Age,Gpa,Year,Count,Gender,Nationality
Housing and Transportation,The shuttle route is very bumpy near the construction site. It’s hard to write or work on a laptop during the commute. Could the path be rerouted slightly?,17,0.6,4,1,F,Turkey
International student experiences,"14. ""I appreciate the efforts of the university to create a welcoming environment for international students, but sometimes it feels like a lot of the burden is placed on us to adapt and assimilate. It would be nice to have more support and understanding from the rest of the campus community.""",18,2.37,2,1,F,France
Student Activities,There are no virtual event options for students who cannot attend events in person.,17,0.62,3,1,M,Jordan
International student experiences,There is no community space specifically for international students to gather.,20,2.11,5,1,F,Egypt
Academic Support and Resources,I am concerned about my mental health and have been experiencing symptoms of depression and anxiety due to the academic workload.,21,3.19,1,1,F,Soudan
Internship Opportunities,Career mentoring is only available during office hours when students are in class.,25,1.84,5,1,F,Pakistan
Academic Support and Resources,The campus has no quiet study spaces available after 9pm for working students.,23,3.73,3,1,M,Saudi Arabia
Online learning,"Online classes are a convenient way to learn, but the technical difficulties I faced this semester made it very frustrating.",26,0.93,3,1,M,Mexico
Financial Support,The financial aid committee decisions are never explained to unsuccessful applicants.,23,0.65,1,1,M,Indonesia
Athletics and sports,The gym locker rooms are poorly maintained and frequently left in a dirty state.,18,2.56,5,1,F,Saudi Arabia
Student Activities,Club budgets are cut mid-semester without any notice given to affected clubs.,17,1.84,3,1,M,Pakistan
Online learning,The university does not provide data allowances to students for live sessions.,21,1.57,5,1,F,Saudi Arabia
Food and Cantines,There are no healthy snack or fruit options available at any campus outlet.,20,0.39,4,1,F,Egypt
Health and Well-being Support,The wellness app promoted by the university requires a paid subscription.,19,3.63,5,1,M,Malaysia
Online learning,Online peer review assignments are poorly structured with no useful guidance.,17,2.75,3,1,M,Bangladesh
International student experiences,The university does not proactively check on international student welfare during breaks.,28,3.54,4,1,F,Saudi Arabia
Internship Opportunities,The university does not offer any CV review support to students before graduation.,26,2.71,3,1,M,Indonesia
Housing and Transportation,The dormitory walls are so thin that noise from neighbors makes sleeping impossible.,24,1.9,5,1,M,Malaysia
Health and Well-being Support,There is no sleep health or fatigue program available during the exam period.,26,2.55,4,1,M,India
Student Activities,Student leadership training is only available to elected representatives.,23,1.31,1,1,M,Bangladesh
International student experiences,"2. ""As an international student, I often feel left out in group activities as most students prefer to converse in their native language.""",22,0.55,4,1,F,France
Internship Opportunities,Career development is not embedded into any course curricula across the university.,20,1.93,1,1,M,Turkey
Online learning,Online peer review assignments are poorly structured with no useful guidance.,28,0.53,1,1,M,Indonesia
Student Activities,Event approval from administration takes so long that deadlines are missed.,25,0.95,2,1,M,India
Financial Support,I was denied financial support despite clearly meeting all the listed requirements.,20,2.63,5,1,F,Egypt
Athletics and sports,There are no indoor sports facilities on rainy days for outdoor sports teams.,28,2.19,3,1,F,Indonesia
Health and Well-being Support,Students are not screened for mental health issues when they first enroll.,25,1.09,2,1,F,Jordan
Financial Support,There is no payment plan available for students struggling to pay fees on time.,21,1.3,2,1,M,India
Academic Support and Resources,Library study rooms can only be booked for one hour which is not enough time.,26,1.21,5,1,F,Egypt
Online learning,"HDMI cables in theory classrooms are mostly faulty, causing inconvenience for faculty members and resulting in loss of lecture time. Please look into it.",26,2.76,2,1,M,Jordan
Financial Support,My student loan disbursement has been delayed by over three months this semester.,23,3.21,2,1,F,Turkey
Health and Well-being Support,There are no wellness check-ins built into the program for at-risk students.,24,3.04,3,1,F,Saudi Arabia
Financial Support,There is no emergency financial assistance available for students in sudden crisis.,25,3.3,4,1,M,Malaysia
International student experiences,I was excluded from a study group because of my accent and no action was taken.,26,3.27,3,1,F,Indonesia
Online learning, The online format can make it challenging to participate in extracurricular activities and clubs.,27,0.46,5,1,M,Mexico
International student experiences,I was not told my visa did not allow me to work more than 20 hours per week.,20,2.39,5,1,M,Malaysia
Health and Well-being Support,The university does not partner with community health services to expand access.,24,3.54,2,1,M,Pakistan
Online learning,There is no dedicated IT helpdesk specifically for online learning problems.,18,3.43,4,1,F,Indonesia
Student Activities,The university does not celebrate any international awareness days on campus.,24,0.65,4,1,M,Malaysia
Health and Well-being Support,Students who disclose mental health conditions face stigma from some staff members.,26,1.48,2,1,F,Malaysia
Student Affairs,"I received a bill for ""Damaged Property"" in my dorm, but I haven't lived in that dorm for two years. The admin office has clearly mixed up my student ID with someone else's.",27,2.81,5,1,M,Egypt
Housing and Transportation,drinking water system on the 6th floor(CSE dpt) is no longer working.,18,2.89,4,1,M,Egypt
Online learning,Temporary admin rights for approved research tool. Need same-day install of a vendor SDK. Approval attached; please assign JIT elevation.,27,4.0,3,1,M,Egypt
Health and Well-being Support,The campus has no accessible facilities for students with certain physical conditions.,20,1.11,2,1,M,Pakistan
Academic Support and Resources,Suggestion to add more charging ports in the library's individual study cubicles. Most of us work on laptops for long hours and there are only a few desks with working power outlets. It would make the space much more functional.,19,2.73,2,1,F,India
Academic Support and Resources,Request for a digital map of the academic blocks to be added to the student app. The campus is large and new students often get lost trying to find specific labs or faculty rooms in the first few weeks.,24,2.34,3,1,M,Egypt
Health and Well-being Support,There is no nutrition or healthy eating education offered through the health center.,26,1.77,4,1,F,Egypt
International student experiences,The campus does not acknowledge or celebrate the cultural diversity of its students.,26,3.28,5,1,M,Pakistan
Online learning,Online course content is never updated and still contains outdated information.,22,0.72,1,1,F,Egypt
Student Affairs,"Pressure is applied to participate in co-curricular activities by seniors, even if students are unwilling or facing problems. Would appreciate a resolution soon.",19,1.17,3,1,M,Egypt
Health and Well-being Support,The campus has no accessible facilities for students with certain physical conditions.,17,1.04,1,1,F,Turkey
Internship Opportunities,The university does not organize any site visits to companies for students.,24,0.56,4,1,M,Pakistan
Athletics and sports,The sports complex has no accessible changing facilities for disabled students.,25,2.97,3,1,M,Pakistan
Academic Support and Resources,We are in need of more research facilities in our university and also we are in need of more experienced professors.,26,1.24,3,1,M,Egypt
Housing and Transportation,"The transparent glass of washroom windows should be replaced with non-transparent glass, especially in lower floors, as it is a matter of privacy. Kindly verify and take action.",21,1.46,1,1,F,Bangladesh
Financial Support,The financial aid committee decisions are never explained to unsuccessful applicants.,20,0.83,4,1,F,Jordan
Student Affairs,"The anti-discrimination policy is vague, poorly enforced, and rarely followed.",27,3.28,1,1,M,Bangladesh
International student experiences,Cultural stereotyping by some faculty makes international students feel unwelcome.,26,3.86,4,1,F,Egypt
Health and Well-being Support,The university does not conduct any annual student wellbeing surveys.,27,1.42,1,1,F,Bangladesh
Housing and Transportation,Suggestion for better lighting in the backyard path. The walkway between the hostel and the mess is very dark after 7 PM. It's easy to trip on the uneven pavement there. Adding a couple of LED lamps would make it much safer for everyone.,19,3.9,1,1,F,Jordan
Student Activities,The student union never announces events early enough for students to plan ahead.,24,2.59,5,1,M,Indonesia
Academic Support and Resources,The faculty advisor has changed three times this semester. Every time we have to explain our project progress and academic issues to a new person from scratch. We need a stable mentor for the rest of the academic year.,21,3.89,4,1,F,Jordan
International student experiences,The university does not proactively check on international student welfare during breaks.,17,3.3,2,1,F,Turkey
Housing and Transportation,Campus street lighting near student housing is inadequate and unsafe at night.,20,0.5,4,1,F,Egypt
Internship Opportunities,Graduate school application support is not offered despite many students needing it.,20,3.41,2,1,F,India
Housing and Transportation,The off-campus housing referral list provided by the university is totally outdated.,23,1.23,2,1,F,Jordan
Internship Opportunities,The career center gives the same generic advice regardless of academic discipline.,16,2.93,2,1,M,Pakistan
Health and Well-being Support,It's difficult to find affordable mental health care services.,22,3.88,4,1,F,France
Athletics and sports,The gym is severely overcrowded during peak hours with not enough machines.,22,1.86,1,1,M,Saudi Arabia
Academic Support and Resources,The library's air conditioning is so loud it makes concentrating very difficult.,26,1.0,3,1,M,Nigeria
Student Activities,Cultural nights are always cancelled due to budget issues at the last minute.,26,0.55,3,1,M,Egypt
International student experiences,There is no free local language program for students who are not native speakers.,27,2.4,3,1,M,Egypt
Student Activities,There is no inter-university collaboration or joint event program available.,21,1.72,3,1,F,Turkey
Financial Support,Financial support is only available to full-time students excluding part-timers.,21,2.5,5,1,M,Nigeria
Academic Support and Resources,Request for a designated 'Quiet Zone' in the department lobby. It’s a good place to read between classes but it gets very noisy when people are talking loudly on their phones. A few 'Silence Please' signs might help.,21,1.92,4,1,M,Nigeria
Financial Support,The 'Annual Report' on student welfare funds hasn't been posted in the lobby this year. We always like to see how the student activity fees are being utilized for campus events and sports equipment.,24,0.93,2,1,F,India
Academic Support and Resources,Library and study room spaces are insufficient and remain overcrowded during peak hours. Requesting a quick check.,28,2.44,5,1,M,Bangladesh
Student Affairs,"I found a backpack full of expensive camera gear in the park. I’ve brought it to the lost and found, but I wanted to make sure it was logged.",26,3.71,2,1,F,India
Online learning,Online classes require a lot of self-discipline and time management skills that not all students have developed yet.,26,2.98,1,1,F,Mexico
Food and Cantines,There are no halal options available at the main cafeteria which is unacceptable.,19,1.08,1,1,M,Pakistan
Academic Support and Resources,"The industrial visit planned for this semester has been postponed three times. We have already paid the registration fee and arranged for our own transport to the hub. We need a clear, final date and an itinerary, or a full refund of the collected fees.",19,3.69,4,1,M,Saudi Arabia
Student Activities,There are no creative arts performance spaces available for student club events.,17,2.21,5,1,M,Saudi Arabia
Internship Opportunities,Career office staff turnover is so high students constantly lose their point of contact.,24,0.37,4,1,F,Saudi Arabia
Financial Support,Students supporting dependents while studying get no additional financial help.,18,0.73,2,1,F,Jordan
Academic Support and Resources,There are no study skills workshops offered to help students improve academically.,25,1.26,5,1,M,Turkey
Athletics and sports,Gym booking slots are released at midnight and fill up within minutes each time.,19,1.44,4,1,M,Malaysia
Health and Well-being Support,The wellness app promoted by the university requires a paid subscription.,24,3.87,3,1,F,Jordan
Food and Cantines,Meal plan options are too expensive and offer very poor value for students.,24,3.23,4,1,M,Bangladesh
Online learning,There is no dedicated IT helpdesk specifically for online learning problems.,19,3.18,5,1,M,Nigeria
Internship Opportunities,There are no resources for students wanting to work in careers outside the country.,16,1.22,2,1,M,India
Academic Support and Resources,We need more research facilities in our university and also we need more experienced professors,24,2.33,4,1,M,Bangladesh
Internship Opportunities,The lack of available networking opportunities makes it difficult to connect with professionals in my desired field.,17,1.89,4,1,F,Egypt
Academic Support and Resources,The library catalogue system is outdated and hard to search effectively.,18,2.55,1,1,M,India
Housing and Transportation,There are no bicycle lanes on campus making cycling to class dangerous.,24,2.75,3,1,M,Egypt
Online learning,Students receive no notification when new materials are uploaded to the portal.,17,0.46,2,1,M,Egypt
Health and Well-being Support,There are no wellness check-ins built into the program for at-risk students.,22,3.31,4,1,M,Saudi Arabia
Internship Opportunities,There are no resources for students wanting to work in careers outside the country.,17,3.49,2,1,F,Pakistan
Financial Support,There is no dedicated financial support officer for students in genuine hardship.,23,1.55,2,1,M,Indonesia
Housing and Transportation,"9. ""The housing options near campus are very limited, and many landlords take advantage of the high demand by charging outrageous prices for subpar apartments.""",20,3.27,2,1,F,South Africa
Housing and Transportation,The evening route home is consistently skipping the stop near the Engineering block. We wait there for ages and watch the bus go by on the main road without turning in. This has happened four times this week and it's very frustrating.,26,3.92,5,1,M,Egypt
Internship Opportunities,Students are never taught how to use professional networking platforms effectively.,22,1.51,2,1,F,Turkey
Internship Opportunities,The process for getting an internship approved for academic credit is too complex.,20,3.43,2,1,M,India
Housing and Transportation,The off-campus housing referral list provided by the university is totally outdated.,19,1.69,4,1,M,Pakistan
Student Affairs,"I am being charged ""In-State"" tuition even though I am an international student. I don't want to get in trouble later for a mistake the university made, so I’m reporting it now.",24,1.35,1,1,M,Indonesia
Student Affairs,There is no safe space or dedicated resources available for LGBTQ+ students.,26,3.27,3,1,M,Pakistan
Athletics and sports,The gym locker rooms are poorly maintained and frequently left in a dirty state.,16,3.0,3,1,F,Egypt
Health and Well-being Support,There is no peer counseling program run by trained student volunteers on campus.,18,0.65,4,1,F,Nigeria
Internship Opportunities,There are no mock interview sessions offered to help students prepare for jobs.,18,2.4,1,1,M,Saudi Arabia
Student Affairs,Can the university start accepting Apple Pay for on-campus admin fees? Carrying around exact change for transcript copies is very inconvenient.,28,3.09,3,1,F,Pakistan
Health and Well-being Support,The university does not conduct any annual student wellbeing surveys.,25,0.38,3,1,F,Indonesia
Food and Cantines,"20. ""The prices for food on campus are too high, especially considering the quality and variety of the options available.""",23,4.2,5,1,F,Indonesia
Food and Cantines,9. There are not enough gluten-free options available.,22,2.01,2,1,M,Indonesia
Online learning,"When student occupancy at the library increases, the Wi-Fi connection becomes very slow and frequently disconnects. This severely disrupts academic activities, research work,and online learning, making the library ineffective as a study environment during peak hours. Kindly verify and take action.",27,1.81,1,1,F,Indonesia
Academic Support and Resources,I cannot renew my library books online because the system is always down.,16,1.83,3,1,M,Egypt
Student Affairs,I was dropped from my Nursing clinicals because the admin office lost my CPR certification card. I gave them the original and now they say they never saw it. I can't finish my degree without those hours.,19,2.58,5,1,M,Turkey
International student experiences,International students pay higher fees but receive noticeably fewer support services.,28,3.23,3,1,M,Egypt
Housing and Transportation,The bus stop near campus has no shelter and students get soaked in the rain.,18,2.58,1,1,M,Turkey
Internship Opportunities,There are no resources for students applying to government or public service careers.,21,1.04,3,1,M,Nigeria
Financial Support,The financial aid application process is so confusing and time-consuming.,26,2.44,2,1,F,Egypt
Online learning,Most of the computers at the labs have problems; they should be fixed. Kindly verify and take action.,27,1.04,1,1,M,Nigeria
Internship Opportunities,Graduate employment statistics on the website have not been updated in two years.,27,1.33,1,1,F,Nigeria
Student Activities,The university does not celebrate any international awareness days on campus.,18,2.05,1,1,M,Nigeria
Online learning,Assignment submission on the portal frequently fails and loses uploaded files.,26,2.16,1,1,F,Saudi Arabia
Academic Support and Resources,We can never find our adviser. This is affecting regular activities.,25,1.72,2,1,M,Jordan
Housing and Transportation,The off-campus housing referral list provided by the university is totally outdated.,17,0.83,4,1,F,Bangladesh
International student experiences,There is no airport pickup service or arrival guidance for new international students.,21,3.08,3,1,F,India
Internship Opportunities,There are no resources for students wanting to work in careers outside the country.,20,2.66,4,1,F,Saudi Arabia
Student Affairs,I was just mugged at knifepoint behind the cafeteria. The person took my phone and my bag and ran towards the woods. I’m shaken up but not physically injured. Please send help.,24,3.43,1,1,F,Saudi Arabia
Financial Support,I was charged for a course I officially withdrew from and the refund is pending.,24,3.73,2,1,M,Egypt
Health and Well-being Support,The health center does not communicate with academic staff about student medical needs.,17,1.01,5,1,M,Indonesia
Financial Support,The 'Privacy Screen' on the finance office counters is a bit too opaque. It’s hard to hear the staff through the glass. A small speaking hole or an intercom system would make communication much better.,25,1.23,4,1,F,Malaysia
Student Affairs,I faced discrimination on campus and the university took no meaningful action.,21,0.4,3,1,M,India
Health and Well-being Support,Mental health support groups are not available in any language other than English.,17,0.99,3,1,M,Nigeria
Housing and Transportation,Maintenance requests for dorm repairs are submitted but never acted upon.,21,2.13,4,1,F,Jordan
Housing and Transportation,Toilet paper dispensers are empty frequently.,21,3.58,5,1,F,Saudi Arabia
Student Affairs,There is no formal recognition or reward system for student volunteers and leaders.,26,0.82,1,1,F,Egypt
Student Affairs,"Someone is using the university's name and logo to run a scam on social media, asking for ""tuition deposits"" via Venmo. Several students have already lost money.",18,1.76,3,1,M,Jordan
Health and Well-being Support,Mental health support groups are not available in languages other than English.,23,1.65,4,1,F,Jordan
Housing and Transportation,Broken tiles near the staircases are dangerous.,24,0.63,3,1,M,Turkey
Health and Well-being Support,There is no proactive outreach to students who miss classes due to health issues.,26,1.15,3,1,M,India
Internship Opportunities,Career mentoring is only available during office hours when students are in class.,16,2.27,5,1,F,Egypt
Online learning,why is the marketplace timed out? i'm trying to install a python extension on the campus wifi and it just spins.,19,0.62,3,1,M,Malaysia
Internship Opportunities,There are no career resources available in languages other than English.,19,0.87,5,1,F,Bangladesh
International student experiences,I was excluded from a study group because of my accent and no action was taken.,25,3.85,2,1,M,Egypt
Health and Well-being Support,There is no sleep health or fatigue program available during the exam period.,25,2.87,2,1,M,Nigeria
Health and Well-being Support,are in need of a seperate female prayer room which is not just a sub portion of female common room. Please look into it.,21,3.94,3,1,M,Bangladesh
Athletics and sports, The athletic eligibility requirements don't take into account the unique circumstances of each athlete and can be unfair.,18,2.41,1,1,F,Soudan
Student Affairs,"I’m trying to apply for a student loan, but the bank says the university hasn't verified my enrollment status despite multiple requests from their side. The deadline for the loan is tomorrow.",28,2.39,3,1,M,Nigeria
Student Activities,Social events on campus never cater to students from minority cultural backgrounds.,21,3.37,5,1,F,Saudi Arabia
Food and Cantines,Campus food vendors operate without visible hygiene certification displayed.,16,0.41,3,1,F,Saudi Arabia
International student experiences,I was charged a currency conversion fee on tuition that was never disclosed.,18,3.02,4,1,F,Bangladesh
Health and Well-being Support,Students are not screened for mental health issues when they first enroll.,23,3.35,3,1,M,Bangladesh
Academic Support and Resources,Request for a change in the lab partner for the OS project. My current partner has not attended a single session and is not responding to any communications. I cannot finish the multi-threaded application alone. I would like to join another group or work solo if possible.,22,2.71,5,1,F,Turkey
Housing and Transportation,"Fire alarm system is malfunctioning and sounding continuously in Block D. It has been going off for 20 minutes but there is no fire. However, because it won't stop, students are ignoring it, which is dangerous if a real emergency occurs. We need the system reset and the faulty sensor replaced immediately.",18,2.74,2,1,M,Nigeria
Housing and Transportation,"The door to the pantry makes a slight squeak when it opens. It’s not loud enough to bother most people, but a drop of oil on the hinges would make the environment a bit quieter during late-night study sessions.",26,0.7,5,1,M,Turkey
Academic Support and Resources,I am struggling to find ways to manage my stress and maintain my mental health while balancing my academic responsibilities with other commitments.,24,2.51,1,1,F,Soudan
International student experiences,There are no prayer rooms available for religious international students on campus.,19,1.23,5,1,F,Nigeria
Food and Cantines,"26. ""The campus needs to provide more options for students who have early morning classes and need breakfast on the go.""",19,4.6,1,1,F,Indonesia
Online learning,Discussion forums on the e-learning platform are never monitored by instructors.,18,3.74,1,1,F,Jordan
Housing and Transportation,Could we have a few more plants in the lobby area? It’s a bit stark at the moment and some greenery would make the maintenance office entrance look much more welcoming for the students.,16,2.38,2,1,M,Malaysia
Housing and Transportation,Shortage of cleaning supplies for the floor cleaners. I noticed the staff is only using water to mop the floors because they ran out of disinfectant days ago. The bathrooms are not being cleaned properly and it's starting to show. Please restock the supplies.,20,1.1,4,1,M,Indonesia
Housing and Transportation,The communal shower in the North Wing has a very weak flow. It takes forever to get the soap off because the water just trickles out. We think the showerhead is clogged with lime scale. Could maintenance replace the head or descale the pipes this week?,21,2.62,2,1,M,Bangladesh
International student experiences,"14. ""I worry that my language difficulties will hold me back in my future career. It's frustrating to think that I might be judged more harshly than native speakers, even if I'm just as qualified.""",19,2.04,1,1,F,France
Online learning,The e-learning platform has too many broken links within core course modules.,20,0.7,4,1,M,Jordan
Housing and Transportation,"13. ""I had to take out a student loan just to be able to afford the rent for my apartment.""",24,3.19,5,1,F,Yemen
Athletics and sports, The limited access to athletic facilities makes it challenging to train effectively and reach my goals.,18,1.03,1,1,M,Soudan
Health and Well-being Support,Students with ADHD receive insufficient support or extended time in examinations.,21,0.34,2,1,M,Bangladesh
International student experiences,There is no airport pickup service or arrival guidance for new international students.,28,2.1,4,1,M,Nigeria
Housing and Transportation,"3. ""It's so frustrating having to pay such high rent for a tiny apartment that's miles away from the university.""",25,2.79,1,1,M,South Africa
Online learning,The online library access is restricted and many resources require extra payment.,28,2.0,5,1,M,Saudi Arabia
Housing and Transportation,There are no covered walkways between the dormitory and main academic buildings.,24,2.36,3,1,M,Indonesia
Athletics and sports,The swimming pool gender-segregation schedule disrupts regular training sessions.,23,3.62,2,1,F,Bangladesh
Academic Support and Resources,There are no supplementary classes for students struggling with core subjects.,18,0.84,2,1,F,Malaysia
Athletics and sports,Sports club social media is managed poorly and events are always advertised too late.,27,0.79,2,1,F,Jordan
Academic Support and Resources,Limited access to technology and software is impacting my ability to compete with my peers and prepare for my future career.,18,0.03,1,1,F,Egypt
Housing and Transportation,The main boiler has reached critical pressure levels. The gauge is in the red and the pressure release valve isn't popping. We need a boiler technician to bleed the system immediately to prevent a rupture in the basement.,17,1.6,4,1,F,Turkey
Athletics and sports,Sports injuries during university activities are not covered by student insurance.,20,2.57,3,1,M,Bangladesh
Student Affairs,Someone is shining a high-powered laser pointer into the eyes of drivers entering the campus. This is incredibly dangerous and could cause a major accident.,18,0.37,3,1,M,Turkey
Student Activities,There is no annual student culture week to celebrate campus diversity.,27,3.69,3,1,F,Jordan
Housing and Transportation,Hot water in the dormitory showers cuts out without warning almost every morning.,21,3.7,1,1,F,Turkey
Health and Well-being Support,There is no nutrition or healthy eating program offered through the health center.,22,1.68,3,1,M,Jordan
Athletics and sports," The university needs to invest in better medical resources for athletes, as the current options are insufficient.",25,1.61,4,1,F,Soudan
Student Affairs,Student union elections are very poorly organized and inadequately advertised.,19,1.66,3,1,M,Saudi Arabia
Food and Cantines,The canteen closes at 5pm leaving students with evening classes without food.,26,2.9,4,1,M,Malaysia
Student Activities,The student union AGM is held without proper notification to all members.,28,2.92,5,1,M,Egypt
Student Affairs,"I noticed that the lock on the side door of the humanities building doesn't click shut properly. Anyone can just walk in without swiping their ID card, even after hours.",26,0.66,2,1,F,Jordan
Housing and Transportation,The condition of university off-campus housing is well below acceptable standards.,21,2.08,1,1,M,India
Health and Well-being Support,There is no nutrition or healthy eating education offered through the health center.,25,3.67,4,1,F,Indonesia
Athletics and sports,The university cancelled the inter-faculty sports league without any explanation.,21,1.13,2,1,F,Saudi Arabia
International student experiences,The university does not proactively check on international student welfare during breaks.,24,0.64,3,1,F,Saudi Arabia
Athletics and sports,The gym locker rooms are poorly maintained and frequently left in a dirty state.,22,0.73,3,1,M,Turkey
Academic Support and Resources,"It's hard to keep up with the academic workload, and the difficulty of the course material is making it even harder. Balancing work and academic responsibilities is a challenge, and there are often time conflicts with other commitments. The lack of sleep is taking its toll",26,2.0,1,1,M,Soudan
Student Activities,The student activities fair was so poorly organized that I couldn't find any clubs.,20,2.45,4,1,F,Jordan
Online learning,Pre-recorded lectures are too long and have no interactive elements at all.,20,0.32,2,1,F,Saudi Arabia
Health and Well-being Support,There is no ergonomics or posture guidance despite students sitting for hours daily.,22,0.8,2,1,F,Bangladesh
International student experiences,International student societies lack adequate funding to run meaningful events.,19,0.93,3,1,M,Nigeria
Student Affairs,I was just involved in a fender bender near the main gate. The other driver is being very aggressive and refusing to show me their insurance. I feel threatened by their behavior.,19,2.9,4,1,M,Bangladesh
Financial Support,Financial counseling appointments have a waiting period of over one month.,28,0.7,2,1,M,Malaysia
Athletics and sports,I am concerned about the lack of attention given to injuries and sports-related medical concerns. It feels like student-athletes are not given adequate support.,25,1.12,5,1,M,Soudan
International student experiences,My home country qualifications were not recognized correctly delaying my enrollment.,20,2.82,5,1,F,Malaysia
Student Activities,The student activities fair was so poorly organized that I could not find any clubs.,24,1.67,5,1,F,Saudi Arabia
Internship Opportunities,Final year projects are not linked to any industry partners for real-world exposure.,18,2.19,2,1,F,Nigeria
Athletics and sports,The gym has no proper ventilation and the smell is overwhelming on busy days.,27,2.01,3,1,F,Nigeria
Academic Support and Resources,Lecture notes are uploaded to the portal days after the class has taken place.,26,3.4,3,1,M,India
International student experiences,The buddy system for international students is poorly organized and rarely works.,20,1.51,4,1,F,Egypt
International student experiences,"13. ""Sometimes I feel like my professors don't fully understand the challenges I face as an international student. I wish there were more opportunities for them to hear our perspectives and concerns.""",23,1.2,4,1,F,France
Athletics and sports,There are no stretching or warm-up areas near the main sports field.,17,1.86,2,1,M,Indonesia
Athletics and sports,Sports equipment available for borrowing is almost always damaged or missing.,23,1.47,4,1,M,Egypt
Financial Support,"NOC not issued due to unverified 'Late Fine'. I cleared all my library and hostel fines last month, but the finance clerk says the 'Sync' hasn't happened. I am graduating and moving out of the state tomorrow morning. I need my No Objection Certificate today or I won't be able to collect my security deposit.",19,1.58,2,1,M,Jordan
Student Affairs,The appeals process for academic decisions is so complex it discourages students.,21,3.29,5,1,M,Malaysia
Housing and Transportation,"The emergency exit door in the library is jammed shut. In case of a fire, people on the second floor would be trapped as the main stairs would be the only exit. This is a serious safety violation. The door needs to be unjammed and the hinges lubricated today.",16,3.65,2,1,F,Turkey
Student Affairs,The university does not take bullying or intimidation among students seriously.,16,3.45,2,1,F,Egypt
Student Affairs,The appeals process for academic decisions is so complex it discourages students.,22,3.33,2,1,F,Bangladesh
Academic Support and Resources,"The proctoring software for my online certification exam is failing to recognize my ID. I am currently in the 15-minute login window and if I don't get in now, the exam will be marked as a forfeit. I have tried three different browsers and restarted my system. I need a bypass code or technical support immediately to save my exam attempt.",24,2.7,1,1,M,Egypt
Food and Cantines,There is no nutritional information displayed for any items at the cafeteria.,19,0.53,2,1,F,Indonesia
International student experiences,The university does not offer free local language lessons for non-native speakers.,24,3.33,1,1,M,Pakistan
Financial Support,The bursary requires so many documents it takes months just to apply.,22,0.65,3,1,M,India
Internship Opportunities,The internship database only lists opportunities from the same handful of companies.,25,0.34,4,1,M,Pakistan
International student experiences,There is no community space specifically for international students to gather.,21,3.26,4,1,F,Nigeria
Housing and Transportation,Dormitory curfew policies are overly strict and do not respect student independence.,17,2.75,1,1,M,Jordan
Food and Cantines,"46. ""The cantine should offer more fresh fruit options.""",21,4.44,4,1,F,Indonesia
Housing and Transportation,Poor quality of food in the mess for the last few days. The rotis are consistently burnt and the dal is extremely watery. Several of us have spoken to the mess manager but there has been no improvement in the service. We pay for a balanced diet and this is not it.,26,0.75,3,1,F,Indonesia
Financial Support,Financial aid renewal requires too many in-person documents to be submitted.,23,3.22,1,1,M,India
Internship Opportunities,I feel like I'm on my own when it comes to finding job opportunities. The university should offer more support and guidance in this area.,25,0.21,4,1,M,Egypt
Online learning,"On most parts of the 8th/9th floor, WiFi is not available at all.",17,0.45,4,1,M,Jordan
Food and Cantines,The canteen queue during lunch can take over 40 minutes on a busy day.,18,3.17,3,1,F,Egypt
International student experiences,"18. ""I appreciate the diversity on campus, but sometimes it can be hard to navigate the different cultural norms and expectations. It would be great if the university provided more education and awareness around these issues.""",18,1.57,1,1,M,France
International student experiences,The buddy system for international students is poorly organized and rarely works.,26,2.98,5,1,F,Egypt
Online learning,Recorded lectures are deleted after 30 days with no option to save them.,17,3.16,5,1,M,India
Internship Opportunities,"Networking is a crucial part of career development, but I feel like I'm not getting enough exposure to professionals in my field.",24,1.53,4,1,M,Egypt
Financial Support,"The financial aid application process is so complicated and time-consuming, it's almost not worth it.",23,0.12,4,1,M,Egypt
Academic Support and Resources,Silent zones in the library are not enforced and it is always noisy.,21,1.35,1,1,M,Saudi Arabia
Athletics and sports,The gym does not have enough free weights and students wait a very long time.,23,2.73,5,1,F,Turkey
Student Affairs,I suspect my lab partner is stealing chemicals from the supply closet. I saw them putting glass vials into their backpack when they thought I wasn't looking. This is dangerous and illegal.,26,3.29,4,1,M,Pakistan
Online learning,The university has not invested enough in its online learning infrastructure.,17,1.36,4,1,M,Egypt
Food and Cantines,I witnessed expired products being served at a campus food stall last week.,20,2.31,5,1,F,Egypt
Online learning,It is difficult to build relationships with classmates and professors in an online setting.,16,3.95,2,1,M,Mexico
Housing and Transportation,There is no shuttle service available late at night for students working on campus.,22,1.26,4,1,F,Jordan
Academic Support and Resources,"The paper quality of the internal test sheets is very thin. Ink from gel pens often bleeds through to the other side, making it messy to write on both pages. Using a slightly thicker paper would be better.",23,0.89,4,1,M,Malaysia
Online learning,Send-as permission for departmental mailbox. Our staff needs send-as for the advising mailbox. Read-only at present is insufficient. Please grant via security group rather than individuals. Audit trail is maintained. Confirmation upon completion appreciated. No time-critical impact. Thank you.,20,0.38,2,1,F,Saudi Arabia
Internship Opportunities,The process for getting an internship approved for academic credit is too complex.,24,3.73,1,1,F,Pakistan
Housing and Transportation,Window pane is vibrating loudly during high winds. The glass in room 504 seems to have come loose from the putty or the frame. It makes a very annoying rattling sound all night. Can maintenance apply some sealant to stop the vibration?,24,0.63,1,1,F,Turkey
Food and Cantines,The canteen loyalty card system keeps losing students' accumulated points.,20,1.78,2,1,F,Indonesia
